index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
159194553be0eb98508cf928455d928d,2025-12-10T14:47:14Z,Storm,عاصفة الجزائر,www.aljazeera.net,ar,0.0,"Die Inhaftierung eines französischen Journalisten löst eine Reaktion Macrons und Reaktionen in Algerien aus. Die siebenjährige Inhaftierung des französischen Journalisten Christophe Gleize wegen seiner Kommunikation mit Mitgliedern einer „separatistischen Bewegung“ in Algerien, unter anderem wegen „Lobung des Terrorismus“, löste Reaktionen aus Paris aus und löste einen Sturm von Kommentaren auf Social-Media-Plattformen aus.",سجن صحفي فرنسي يثير ردا من ماكرون وتفاعلات بالجزائر,"أثار سجن الصحفي الفرنسي كريستوف غليز 7 سنوات بتهم بينها ""الإشادة بالإرهاب""، على خلفيه تواصله مع أعضاء ""حركة انفصالية"" في الجزائر، ردودا من باريس، وأشعل عاصفة من التعليقات عبر منصات التواصل.","The imprisonment of a French journalist sparks a response from Macron and reactions in Algeria. The imprisonment of French journalist Christophe Gleize for 7 years on charges including “praising terrorism,” due to his communication with members of a “separatist movement” in Algeria, sparked responses from Paris and ignited a storm of comments across social media platforms.","Carcerem scintillulae diurnarii Gallici responsionem Macron et motus in Algeria fecerunt. Vincula diurnarii Francogallica Christophe Gleize per 7 annos in criminibus inter ""laus terrorismum"" ob suam communicationem cum sodalibus ""motionis separati"" in Algeria, responsa a Parisiis excitata est et procella commentaria in media suggesta socialia accendit.",https://www.aljazeera.net/news/2025/12/10/%d8%b3%d8%ac%d9%86-%d8%b5%d8%ad%d9%81%d9%8a-%d9%81%d8%b1%d9%86%d8%b3%d9%8a-%d9%8a%d8%ab%d9%8a%d8%b1-%d8%b1%d8%af%d8%a7-%d9%85%d9%86-%d9%85%d8%a7%d9%83%d8%b1%d9%88%d9%86,https://www.aljazeera.net/wp-content/uploads/2025/12/image-1765383894.jpg?resize=1920%2C1080&quality=80,,".
 7 "" "" / 2024 ( ) .
list of 4 items<ul><li>list 1 of 4</li><li>list 2 of 4</li><li>list 3 of 4 : </li><li>list 4 of 4 """" </li></ul>end of list
 "" "" .
 "" "" .
 """" ( ) "" "" 2021.
 "" "" "" "" .

  "" … [+97 chars]",,2025-12-13 12:20:35+00:00,wmo,Algeria,SAH,Africa
3c6a1f735538468e7140eaf0278a6190,2025-12-03T16:07:23Z,Flood,طوفان إسرائيل,www.aljazeera.net,ar,0.1,"Ahmed Al-Tibi: Israel wurde von der Al-Aqsa-Flut negativ beeinflusst und seine Gesellschaft zerfiel auf beispiellose Weise. Dr. Ahmed Al-Tibi, Leiter der Arabischen Bewegung für Veränderung im palästinensischen Landesinneren und arabischer Vertreter in der Knesset, glaubt, dass Israel durch die Al-Aqsa-Flutoperation negativ beeinflusst wurde und dass die israelische Gesellschaft einer beispiellosen Spaltung ausgesetzt war.",أحمد الطيبي: إسرائيل تأثرت سلبا بطوفان الأقصى ومجتمعها تفكك بشكل غير مسبوق,يرى الدكتور أحمد الطيبي رئيس الحركة العربية للتغيير في الداخل الفلسطيني والنائب العربي في الكنيست، أن إسرائيل تأثرت سلبا بعملية طوفان الأقصى، وأن المجتمع الإسرائيلي تعرض لشرخ غير مسبوق.,"Ahmed Al-Tibi: Israel was negatively affected by the Al-Aqsa flood, and its society disintegrated in an unprecedented way. Dr. Ahmed Al-Tibi, head of the Arab Movement for Change in the Palestinian interior and Arab representative in the Knesset, believes that Israel was negatively affected by the Al-Aqsa flood operation, and that Israeli society was subjected to an unprecedented rift.","Ahmed Al-Tibi: Israel negative Al-Aqsa diluvio affectus est eiusque societas inaudito modo dissoluta est. Dr. Ahmed Al-Tibi, princeps motus motus Arabis in Knesset in interioribus Palaestinae et Arabum, credit Israel negando ab Al-Aqsa diluvii operatione affectum fuisse, et Israeli societatem inaudito discidio esse subiectam.",https://www.aljazeera.net/video/scales/2025/12/3/%d8%a3%d8%ad%d9%85%d8%af-%d8%a7%d9%84%d8%b7%d9%8a%d8%a8%d9%8a-%d8%a5%d8%b3%d8%b1%d8%a7%d8%a6%d9%8a%d9%84-%d8%aa%d8%a3%d8%ab%d8%b1%d8%aa-%d8%b3%d9%84%d8%a8%d8%a7-%d8%a8%d8%b7%d9%88%d9%81%d8%a7%d9%86,https://www.aljazeera.net/wp-content/uploads/2025/12/image-1764787779.jpg?resize=1920%2C1080&quality=80,,"()
(2025/12/3) """" / 2023.
 2024 84 .
 - - .
 / 2023 .
 "" 18 "".
 """".
 "" : """" (   ) "" "" .
 . .
 ()
"""" "" "" .
 .
 .
 "" "" "" "" - - .
 "" "" .
 "" "" / 2023 .
 7 . """" """" 3 .

 """" "" 15 16 "".",,2025-12-13 20:49:12+00:00,wmo,Israel,MED,Asia
bc50a39efc6fbe5003e6006396806f51,2025-12-16T04:05:44Z,Flood,طوفان إسرائيل,www.aljazeera.net,ar,0.1,"Die Zukunft der Region nach zwei Jahren „Überschwemmung“ und Völkermord. Die Al-Aqsa-Flut hat die Verhältnisse in der Region verändert, das Gewicht und die Rolle Israels deutlich gemacht und widersprüchliche Wege zwischen Unterwerfung, Normalisierung und erneuten Konflikten beschritten.","مستقبل المنطقة بعد عامين من ""الطوفان"" والإبادة",طوفان الأقصى أعاد تشكيل معادلات المنطقة، كاشفًا وزن إسرائيل ودورها ومحركًا مسارات متناقضة بين الإخضاع والتطبيع وتجدّد الصراعات.,"The future of the region after two years of “flood” and genocide. The Al-Aqsa flood reshaped the region's equations, revealing Israel's weight and role and driving contradictory paths between subjugation, normalization, and renewed conflicts.","Futurum regionis post duos annos ""diluvii"" et genocidis. In diluvio Al-Aqsa aequationes regionis reformavit, Israelis pondus ac munus revelans et contradictorias semitas inter subiugationem, ordinationem et certamina renovata impellens.",https://www.aljazeera.net/opinions/2025/12/16/%d9%85%d8%b3%d8%aa%d9%82%d8%a8%d9%84-%d8%a7%d9%84%d9%85%d9%86%d8%b7%d9%82%d8%a9-%d8%a8%d8%b9%d8%af-%d8%b9%d8%a7%d9%85%d9%8a%d9%86-%d9%85%d9%86-%d8%a7%d9%84%d8%b7%d9%88%d9%81%d8%a7%d9%86,https://www.aljazeera.net/wp-content/uploads/2025/09/IMG_2398-1757269642.jpeg?resize=1920%2C1280&quality=80,,""" "" 7 / 2023 .
. - - .
 . ( ) .
 .
 - "" "" .
 "" "" / "" "" """" """".
 .
 "" "" """".
/ :
 .
 "" "" "" "" .
.
 . .
 .
 "" "" ( ) ( ) ( / ) .
 2026 ""34.5 2023 42% 2025 ( ) 5% .
 2026 """" .
 "" "" .
 . 20… [+53 chars]",,2025-12-18 20:51:43+00:00,wmo,Israel,MED,Asia
e31f8c408847f721a0dbfa754e542ead,2025-12-21T06:02:00Z,Drought,جفاف العراق,arabic.cnn.com,ar,0.8,"Irak: Experten äußern Bedenken hinsichtlich des Öl-Wasser-Austauschabkommens mit Türkiye inmitten der schlimmsten Dürre seit einem Jahrhundert. Der Irak, das historische „Land Mesopotamien“, steht vor einer Krise, die seine Identität bedroht, da der Pegel der Flüsse Tigris und Euphrat aufgrund schwerer Dürre und der zunehmenden Auswirkungen von Staudämmen in den flussaufwärts gelegenen Ländern stark sinkt, was zu der schlimmsten Wasserknappheit geführt hat, die das Land seit Jahrzehnten erlebt hat.",العراق.. خبراء يبينون المخاوف بصفقة مقايضة النفط بالماء مع تركيا وسط أسوأ موجة جفاف منذ قرن,"يواجه العراق، ""أرض الرافدين"" التاريخية، أزمةً تُهدد هويته، مع الانخفاض الحاد في منسوب نهري دجلة والفرات جراء الجفاف الشديد وتزايد تأثير السدود المقامة في دول المنبع، ما أدى إلى أسوأ نقص في المياه تشهده البلاد منذ عقود","Iraq: Experts express concerns about the oil-water swap deal with Türkiye amid the worst drought in a century. Iraq, the historic “Land of Mesopotamia,” is facing a crisis that threatens its identity, with a sharp decline in the levels of the Tigris and Euphrates rivers due to severe drought and the increasing impact of dams built in upstream countries, which has led to the worst water shortage the country has witnessed in decades.","Iraq: Periti curas exprimunt circa permuto aquae oleum tractatum cum Türkiye inter pessimam siccitatem in saeculo. Iraq, historica ""terra Mesopotamiae"", respicit discrimen quod identitatis suae imminet, cum acuto declinatione in gradibus fluminum Tigris et Euphratis ob gravem siccitatem et impulsum matrimoniarum in adverso flumine aedificatae, quod pessimum aquarum penuriam in decenniis regionibus adduxit.",https://arabic.cnn.com/middle-east/article/2025/12/21/grappling-with-its-worst-drought-in-a-century-iraq-bets-on-a-controversial-oil-for-water-deal,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/x_0,y_713,w_6795,h_3822,c_crop/w_1920,h_1008,c_fill,q_auto,g_center/t_cnnarabic_watermark_logo_v5/cnnarabic/2025/12/21/images/318356.jpg",,,,2025-12-23 02:32:37+00:00,edo,Iraq,WCA,Asia
5d0c9b55d851af4fa59e9edf4a0baa03,2025-12-28T06:33:53Z,Drought,جفاف العراق,www.aljazeera.net,ar,0.8,"Da sein Pegel sinkt, besteht die Gefahr, dass der Tigris im Irak verschwindet. Der Tigris leidet unter einer sich verschlimmernden Dürrekrise aufgrund des Baus von Staudämmen in den flussaufwärts gelegenen Ländern (Türkei und Iran) und der mangelnden Wasserableitung, was zu einem gefährlichen Absinken des Wasserspiegels, der Austrocknung der Sumpfgebiete und einer Verschmutzung der Reste seines Wassers geführt hat.",مع تراجع منسوبه.. نهر دجلة في العراق معرّض لخطر الاختفاء,يعاني نهر دجلة أزمة جفاف متفاقمة بسبب بناء السدود في دول المنبع (تركيا وإيران) وقلة الإطلاقات المائية، مما أدى إلى انخفاض منسوب المياه بشكل خطير، وتجفيف الأهوار، إضافة إلى التلوث في ما بقي من مياهه.,"With its level declining, the Tigris River in Iraq is at risk of disappearing. The Tigris River is suffering from a worsening drought crisis due to the construction of dams in the upstream countries (Turkey and Iran) and the lack of water releases, which has led to a dangerous drop in water levels, the drying up of the marshes, in addition to pollution in what remains of its water.","Cum suo gradu inclinante, Tigris flumen in Iraquia periculum non est. Tigris Flumen graviore siccitate discriminis laborat ob constructionem matrum in regionibus fluminis (Turcia et Irania) et defectum aquae emittit, quae ad guttam periculosam aquae gradus adduxit, in siccitate paludum, praeter pollutionem in reliquiis aquae eius.",https://www.aljazeera.net/climate/2025/12/28/%d8%ac%d9%81%d8%a7%d9%81-%d8%ba%d9%8a%d8%b1-%d9%85%d8%b3%d8%a8%d9%88%d9%82-%d9%86%d9%87%d8%b1-%d8%af%d8%ac%d9%84%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b9%d8%b1%d8%a7%d9%82,https://www.aljazeera.net/wp-content/uploads/2025/12/AP22148384606220-1766908053.jpg?resize=1920%2C1440,,"/ 2022 ( )
. .
 . . 18   .
list of 4 items<ul><li>list 1 of 4</li><li>list 2 of 4</li><li>list 3 of 4</li><li>list 4 of 4 .. </li></ul>end of list
"" . . "" "" "" .
 1991. .
 30% . 1.7% .
   .

  … [+128 chars]",,2025-12-29 20:53:39+00:00,edo,Iraq,WCA,Asia
9be9b593a1303c189882de9450178aa3,2025-12-29T23:22:06Z,Precipitation,أمطار غزيرة الأردن,arabic.cnn.com,ar,0.8,"Jordanien: Starke Regenfälle führen zu Straßensperrungen und Erdrutschen ... und Quellen für Kommentare. Am Sonntag und Montag kam es in verschiedenen Regionen Jordaniens zu heftigen Regenfällen, die nach Befürchtungen einer schwachen Regenzeit zu Überschwemmungen in einigen Staudämmen führten.",الأردن: أمطار غزيرة تتسبب في إغلاق شوارع وانهيارات ترابية.. ومصادر تعلق,شهدت مناطق مختلفة من الأردن يومي الأحد والاثنين هطولاً غزيراً للأمطار أدى إلى حدوث فيضانات في بعض السدود المائية بعد تخوّفات من موسم مطري ضعيف,"Jordan: Heavy rains cause street closures and landslides... and sources of comment. On Sunday and Monday, various regions of Jordan witnessed heavy rainfall, which led to flooding in some water dams after fears of a weak rainy season.","Iordanis: Imbres graves faciunt plateas clausuras et ruinas... ac fontes comment. Die dominico et die Lunae variae regiones Iordanis pluviam gravem testabantur, quae inundationem in matribus quibusdam aquarum post timores pluviae infirmi temporis duxerunt.",https://arabic.cnn.com/miscellaneous/article/2025/12/30/jordan-heavy-rains-road,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/x_0,y_196,w_2857,h_1607,c_crop/w_1920,h_1008,c_fill,q_auto,g_center/t_cnnarabic_watermark_logo_v5/cnnarabic/2025/12/30/images/319057.jpg",,,,2026-01-01 02:59:01+00:00,wmo,Jordan,MED,Asia
267107fd33bdaa17ae95fb2ab8395b67,2025-12-30T09:38:22Z,Earthquake,زلزال الصومال,www.aljazeera.net,ar,0.8,"Ein Erdbeben erschüttert den Nahen Osten. Der Artikel geht davon aus, dass die Anerkennung der Region Somaliland durch Israel darauf abzielt, sich in der Nähe von Bab al-Mandab zu etablieren, um seinen Einfluss zu stärken und die Sicherheit des Roten Meeres zu gefährden, während die arabisch-islamische Abschreckung nicht möglich ist.",زلزال يعصف بالشرق الأوسط,"يرى المقال أن اعتراف إسرائيل بإقليم ""أرض الصومال"" يهدف إلى التمركز قرب باب المندب لتعزيز نفوذها وتهديد أمن البحر الأحمر، وسط عجز عربي–إسلامي عن الردع.","An earthquake strikes the Middle East. The article believes that Israel's recognition of the Somaliland region aims to establish itself near Bab al-Mandab to enhance its influence and threaten the security of the Red Sea, amid an Arab-Islamic inability to deter.","Terrae motus Medio Orientem ferit. Articulus credit Israelis recognitionem regionis Somalilandiae se erigendi prope Bab al-Mandab intendere ad augendam suam potentiam et securitatem maris Rubri minantur, inter impotentiam Arabo-islamicam deterrendam.",https://www.aljazeera.net/opinions/2025/12/30/%d8%b2%d9%84%d8%b2%d8%a7%d9%84-%d9%8a%d8%b9%d8%b5%d9%81-%d8%a8%d8%a7%d9%84%d8%b4%d8%b1%d9%82-%d8%a7%d9%84%d8%a3%d9%88%d8%b3%d8%b7,https://www.aljazeera.net/wp-content/uploads/2025/12/somalia-1766914230.jpg?resize=1920%2C1280&quality=80,,": ()
26 / 2025 .
 .
1991 175 .
 10% 10 .
 .
 .
 .
 "" "" .
 ( 2002) .
 / 2025.
 () .
 .
 .
 .
 / 2025.
 / 2026 .
 () 60 .
 .
 .
 .
 .
 57 .
 21 .. .
 .
 .
 .",,2026-01-15 20:47:21+00:00,usgs,Somalia,NEAF,Africa
392ad817072bd6f066cd215889a25d2d,2025-12-31T13:52:49Z,Snow&Ice,عاصفة ثلجية,arabic.cnn.com,ar,0.8,"Starke Winde, die einen Sturm begleiten, erzeugen riesige Wellen auf einem See in Amerika. Ein starker Wintersturm ist über die zentralen und östlichen Vereinigten Staaten hinweggefegt und hat Schneestürme, starke Winde, Eisstürme und Tornados mit sich gebracht. Der Sturm erzeugte riesige Wellen auf dem Eriesee nahe der Küste von Buffalo, New York. Derek Van Dam von CNN präsentiert diesen Bericht.",رياح عاتية مصاحبة لعاصفة تُثير أمواجًا هائلة على بحيرة بأمريكا,اجتاحت عاصفة شتوية قوية وسط وشرق الولايات المتحدة، مصحوبة بعواصف ثلجية ورياح عاتية وعاصفة جليدية وأعاصير. ولّدت العاصفة أمواجًا هائلة على بحيرة Erie بالقرب من ساحل بوفالو، في نيويورك. يُقدم ديريك فان دام من CNN هذا التقرير.,"Strong winds accompanying a storm create huge waves on a lake in America. A powerful winter storm has swept through the central and eastern United States, bringing blizzards, high winds, ice storms and tornadoes. The storm generated huge waves on Lake Erie near the coast of Buffalo, New York. CNN's Derek Van Dam presents this report.","Venti validi comitantes tempestatem ingentes undas in lacu in America creant. Tempestas hiemalis valida per Civitates Foederatas medias et orientales invasit, blizzardas, ventos altos, procellas glaciemque et turbines afferens. Procella ingentia fluctus generavit in lacu Erie prope litus Buffalo, New York. Hanc famam rhoncus regis Theodorici Van Dam exhibet.",https://arabic.cnn.com/miscellaneous/video/2025/12/31/v186483-winter-storm-winds-buffalo-lake-erie-digvid,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,h_1008,c_fill,q_auto,g_center/t_cnnarabic_watermark_logo_v5/cnnarabic/2025/12/31/images/319235.jpg",,,,2026-01-17 10:44:01+00:00,random,,,
072ac31d3483030708e303985418b95d,2025-12-18T14:58:53Z,Precipitation,أمطار السعودية,sarabic.ae,ar,0.8,"Starker Regen verschiebt das Spiel zwischen Saudi-Arabien und den Emiraten „bis auf weiteres“ … und das Schicksal des Arabischen Pokalfinales. Das Organisationskomitee des Arabischen Pokals 2025 gab heute, Donnerstag, bekannt, dass das Spiel um Platz drei zwischen den Mannschaften von Saudi-Arabien und den Emiraten „bis auf weiteres“ aufgrund starker Regenfälle im Khalifa International Stadium in der katarischen Hauptstadt Doha verschoben wird.","الأمطار الغزيرة تؤجل مباراة السعودية والإمارات ""حتى إشعار آخر""... ومصير نهائي كأس العرب","أعلنت اللجنة المنظمة لبطولة كأس العرب 2025، اليوم الخميس، تأجيل مباراة تحديد المركز الثالث بين منتخبي السعودية والإمارات ""حتى إشعار آخر""، بسبب هطول أمطار غزيرة على ملعب خليفة الدولي في العاصمة القطرية الدوحة.","Heavy rain postpones the match between Saudi Arabia and the Emirates “until further notice”... and the fate of the Arab Cup final. The organizing committee of the 2025 Arab Cup announced today, Thursday, the postponement of the third-place match between the teams of Saudi Arabia and the Emirates “until further notice,” due to heavy rain at Khalifa International Stadium in the Qatari capital, Doha.","Imbribus gravis copulam inter Arabiam Saudianam et Emirates ""usque ad ulteriorem noticiam"" prorogat... et finalem fortunam Arabici. Consilium ordinandi 2025 Calicem Arabicum hodie die Iovis, dilationem tertii loci par inter iunctos Arabiae Saudianae et Emirates ""usque ad ulteriorem notitiam"" denuntiavit propter pluviam in Khalifa Internationalis Stadium in Capitali Qatari Doha.",https://sarabic.ae/20251218/%D8%A7%D9%84%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%A7%D9%84%D8%BA%D8%B2%D9%8A%D8%B1%D8%A9-%D8%AA%D8%A4%D8%AC%D9%84-%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA-%D8%AD%D8%AA%D9%89-%D8%A5%D8%B4%D8%B9%D8%A7%D8%B1-%D8%A2%D8%AE%D8%B1--%D9%88%D9%85%D8%B5%D9%8A%D8%B1-%D9%86%D9%87%D8%A7%D8%A6%D9%8A-%D9%83%D8%A3%D8%B3-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8-1108304920.html,https://cdn.img.sarabic.ae/img/07e5/0c/01/1053426992_0:320:3073:2048_2072x0_60_0_0_ddfe3273206ac64485cb279db62dc318.jpg.webp,,"https://sarabic.ae/20251218/--------------1108304920.html
https://cdn.img.sarabic.ae/img/07e5/0c/01/1053426992_0:320:3073:2048_1920x0_80_0_0_192836d95c427ecc7737c0e7af8c38e7.jpg.webp
 . . . . : "" ""… [+401 chars]",,2026-01-17 15:40:57+00:00,wmo,Saudi Arabia,ARP,Asia
cf403711d922439864f32b60a4a31398,2025-12-29T15:42:25Z,Snow&Ice,عاصفة ثلجية,arabic.cnn.com,ar,0.9,"Beobachten Sie, wie ein heftiger Schneesturm den Norden Japans in Weiß taucht. Ein starker Schneesturm brachte heftigen Schneefall und starke Winde auf Japans nördliche Insel Hokkaido, traf Skigebiete und die Stadt Sapporo und löste Warnungen aus, da die Windgeschwindigkeiten 52 Meilen pro Stunde erreichten.",شاهد اكتساح عاصفة ثلجية قوية شمال اليابان لتكتسي باللون الأبيض,جلبت عاصفة ثلجية قوية ثلوجاً كثيفة ورياحاً عاتية إلى جزيرة هوكايدو الشمالية في اليابان، مما أدى إلى ضرب منتجعات التزلج ومدينة سابورو، ودفع إلى إصدار تحذيرات، حيث وصلت سرعة الرياح إلى 52 ميلاً في الساعة.,"Watch as a powerful snowstorm sweeps northern Japan into white. A powerful blizzard brought heavy snow and high winds to Japan's northern island of Hokkaido, hitting ski resorts and the city of Sapporo and prompting warnings, as wind speeds reached 52 mph.","Vigilate sicut nivis validus in Iaponiam septentrionalem verrit in albam. Blizzard potens magnas nives et ventos altos ad Iaponiae insulam Hokkaido septentrionalem attulit, ski frequentat urbem Sapporo feriendi et monita monens, cum velocitates ventorum 52 mph pervenerunt.",https://arabic.cnn.com/miscellaneous/video/2025/12/29/v186368-japan-blizzard-hokkaido-ldn-digvid,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,h_1008,c_fill,q_auto,g_center/t_cnnarabic_watermark_logo_v5/cnnarabic/2025/12/29/images/319040.jpg",,,,2026-01-23 02:34:12+00:00,random,,,
